,Ingredient,Trade_Name,Price
32106,DROSPIRENONE; ETHINYL ESTRADIOL,NIKKI,3
32107,NILUTAMIDE,NILANDRON,13
32110,NILUTAMIDE,NILUTAMIDE,29
32122,NITISINONE,NITYR,9
32128,TAMOXIFEN CITRATE,NOLVADEX,14
32130,ACETAMINOPHEN; HYDROCODONE BITARTRATE,NORCET,24
32131,ACETAMINOPHEN; HYDROCODONE BITARTRATE,NORCO,9
32136,NORETHINDRONE ACETATE,NORETHINDRONE ACETATE,13
32142,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL,12
32147,ETHINYL ESTRADIOL; NORETHINDRONE ACETATE,NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL AND ETHINYL ESTRADIOL AND FERROUS FUMARATE,6
32153,ASPIRIN; CAFFEINE; ORPHENADRINE CITRATE,NORGESIC,3
32154,ASPIRIN; CAFFEINE; ORPHENADRINE CITRATE,NORGESIC FORTE,13
32155,NORETHINDRONE ACETATE,NORLUTATE,27
32156,NORETHINDRONE,NORLUTIN,2
32161,HYDROCHLOROTHIAZIDE; LABETALOL HYDROCHLORIDE,NORMOZIDE,9
32165,NORFLOXACIN,NOROXIN,13
32166,DESIPRAMINE HYDROCHLORIDE,NORPRAMIN,29
32172,AMLODIPINE BESYLATE,NORVASC,2
32176,ISTRADEFYLLINE,NOURIANZ,3
32178,DAROLUTAMIDE,NUBEQA,16
32184,IBUPROFEN,NUPRIN,27
32188,ARMODAFINIL,NUVIGIL,29
32202,OBETICHOLIC ACID,OCALIVA,3
32204,EMTRICITABINE; RILPIVIRINE HYDROCHLORIDE; TENOFOVIR ALAFENAMIDE FUMARATE,ODEFSEY,30
32220,FLUDARABINE PHOSPHATE,OFORTA,6
32221,ESTROPIPATE,OGEN .625,1
32222,ESTROPIPATE,OGEN 1.25,10
32223,ESTROPIPATE,OGEN 2.5,21
32224,ESTROPIPATE,OGEN 5,3
32324,OLMESARTAN MEDOXOMIL,OLMESARTAN MEDOXOMIL,10
32378,HYDROCHLOROTHIAZIDE; OLMESARTAN MEDOXOMIL,OLMESARTAN MEDOXOMIL AND HYDROCHLOROTHIAZIDE,17
32402,AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; OLMESARTAN MEDOXOMIL,"OLMESARTAN MEDOXOMIL, AMLODIPINE AND HYDROCHLOROTHIAZIDE",3
32417,BARICITINIB,OLUMIANT,8
32462,SAXAGLIPTIN HYDROCHLORIDE,ONGLYZA,10
32464,ITRACONAZOLE,ONMEL,9
32467,LEVONORGESTREL,OPCICON ONE-STEP,5
32468,NORGESTREL,OPILL,18
32469,MACITENTAN,OPSUMIT,27
32470,AZATADINE MALEATE,OPTIMINE,4
32471,FLUOXYMESTERONE,ORA-TESTRYL,14
32473,PIMOZIDE,ORAP,6
32475,PREDNISONE,ORASONE,8
32480,HYDROCHLOROTHIAZIDE,ORETIC,28
32482,DESERPIDINE; HYDROCHLOROTHIAZIDE,ORETICYL 25,26
32483,DESERPIDINE; HYDROCHLOROTHIAZIDE,ORETICYL 50,30
32484,DESERPIDINE; HYDROCHLOROTHIAZIDE,ORETICYL FORTE,6
32485,METHYLTESTOSTERONE,ORETON METHYL,6
32487,ELAGOLIX SODIUM,ORILISSA,9
32489,TOLBUTAMIDE,ORINASE,15
32493,ASPIRIN; CAFFEINE; ORPHENADRINE CITRATE,"ORPHENADRINE CITRATE, ASPIRIN, AND CAFFEINE",23
32497,ASPIRIN; CAFFEINE; ORPHENADRINE CITRATE,ORPHENGESIC,16
32498,ASPIRIN; CAFFEINE; ORPHENADRINE CITRATE,ORPHENGESIC FORTE,5
32499,ESTROPIPATE,ORTHO-EST,25
32501,KETOPROFEN,ORUDIS KT,21
32502,MIDODRINE HYDROCHLORIDE,ORVATEN,12
32505,ALOGLIPTIN BENZOATE; PIOGLITAZONE HYDROCHLORIDE,OSENI,1
32511,"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS; SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE",OSMOPREP,4
32512,OSPEMIFENE,OSPHENA,29
32513,APREMILAST,OTEZLA,5
32516,OXANDROLONE,OXANDRIN,23
32518,OXANDROLONE,OXANDROLONE,27
32526,OXAPROZIN,OXAPROZIN,13
32539,OXYCODONE HYDROCHLORIDE,OXAYDO,3
32544,VOXELOTOR,OXBRYTA,4
32583,ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE,OXYCET,8
32584,ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE,OXYCODONE 2.5/APAP 500,25
32585,ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE,OXYCODONE 5/APAP 500,15
32677,ASPIRIN; OXYCODONE HYDROCHLORIDE,OXYCODONE AND ASPIRIN,29
32678,ASPIRIN; OXYCODONE HYDROCHLORIDE; OXYCODONE TEREPHTHALATE,OXYCODONE AND ASPIRIN,3
32682,ASPIRIN; OXYCODONE HYDROCHLORIDE; OXYCODONE TEREPHTHALATE,OXYCODONE AND ASPIRIN (HALF-STRENGTH),1
32750,IBUPROFEN; OXYCODONE HYDROCHLORIDE,OXYCODONE HYDROCHLORIDE AND IBUPROFEN,4
32767,OXYPHENBUTAZONE,OXYPHENBUTAZONE,12
32768,AMIODARONE HYDROCHLORIDE,PACERONE,13
32770,CYCRIMINE HYDROCHLORIDE,PAGITANE,24
32772,METHSCOPOLAMINE BROMIDE,PAMINE,11
32773,METHSCOPOLAMINE BROMIDE,PAMINE FORTE,4
32776,WARFARIN SODIUM,PANWARFIN,11
32781,ACETAMINOPHEN; CODEINE PHOSPHATE,PAPA-DEINE #3,21
32782,ACETAMINOPHEN; CODEINE PHOSPHATE,PAPA-DEINE #4,9
32783,PREDNISONE,PARACORT,12
32784,CHLORZOXAZONE,PARAFLEX,30
32785,CHLORZOXAZONE,PARAFON FORTE DSC,28
32786,AMINOSALICYLIC ACID,PARASAL,17
32788,AMINOSALICYLATE SODIUM,PARASAL SODIUM,28
32791,TRANYLCYPROMINE SULFATE,PARNATE,10
32792,PAROXETINE HYDROCHLORIDE,PAROXETINE,18
32844,ETHOPROPAZINE HYDROCHLORIDE,PARSIDOL,5
32854,HALAZEPAM,PAXIPAM,21
32856,TRIPELENNAMINE HYDROCHLORIDE,PBZ,24
32858,ETHOTOIN,PEGANONE,8
32883,ENOXACIN,PENETREX,30
32926,PENICILLIN G POTASSIUM,PENTIDS '250',8
32929,PENICILLIN G POTASSIUM,PENTIDS '800',3
32937,ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE,PERCOCET,10
32944,ASPIRIN; OXYCODONE HYDROCHLORIDE; OXYCODONE TEREPHTHALATE,PERCODAN,26
32945,ASPIRIN; OXYCODONE HYDROCHLORIDE,PERCODAN,21
32946,ASPIRIN; OXYCODONE HYDROCHLORIDE; OXYCODONE TEREPHTHALATE,PERCODAN-DEMI,18
32947,PERGOLIDE MESYLATE,PERGOLIDE MESYLATE,15
32954,PERINDOPRIL ERBUMINE,PERINDOPRIL ERBUMINE,11
32970,PERGOLIDE MESYLATE,PERMAX,2
33009,AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE,PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE,24
33048,DIPYRIDAMOLE,PERSANTINE,8
33051,PAROXETINE MESYLATE,PEXEVA,20
33055,ERYTHROMYCIN STEARATE,PFIZER-E,20
33065,ACETAMINOPHEN; CODEINE PHOSPHATE,PHENAPHEN-650 W/ CODEINE,21
33067,PHENDIMETRAZINE TARTRATE,PHENAZINE-35,27
33114,PHENELZINE SULFATE,PHENELZINE SULFATE,2
33118,CHLORPHENIRAMINE MALEATE,PHENETRON,17
33149,PHENACEMIDE,PHENURONE,7
33156,ACETAMINOPHEN; BUTALBITAL,PHRENILIN,17
33159,DORAVIRINE,PIFELTRO,9
33169,PIMOZIDE,PIMOZIDE,9
33171,PINDOLOL,PINDOLOL,21
33197,PIOGLITAZONE HYDROCHLORIDE,PIOGLITAZONE HYDROCHLORIDE,23
33239,GLIMEPIRIDE; PIOGLITAZONE HYDROCHLORIDE,PIOGLITAZONE HYDROCHLORIDE AND GLIMEPIRIDE,10
33241,METFORMIN HYDROCHLORIDE; PIOGLITAZONE HYDROCHLORIDE,PIOGLITAZONE HYDROCHLORIDE AND METFORMIN HYDROCHLORIDE,9
33254,ALPELISIB,PIQRAY,21
33257,PITAVASTATIN CALCIUM,PITAVASTATIN CALCIUM,17
33269,LEVONORGESTREL,PLAN B,1
33271,LEVONORGESTREL,PLAN B ONE-STEP,12
33272,HYDROXYCHLOROQUINE SULFATE,PLAQUENIL,4
33273,CLOPIDOGREL BISULFATE,PLAVIX,2
33275,PHENDIMETRAZINE TARTRATE,PLEGINE,27
33276,CILOSTAZOL,PLETAL,26
33278,"ESTROGENS, CONJUGATED; MEPROBAMATE",PMB 200,16
33279,"ESTROGENS, CONJUGATED; MEPROBAMATE",PMB 400,12
33281,EZOGABINE,POTIGA,19
33286,IMIPRAMINE HYDROCHLORIDE,PRAMINE,16
33396,METFORMIN HYDROCHLORIDE; REPAGLINIDE,PRANDIMET,2
33398,REPAGLINIDE,PRANDIN,18
33401,DIPHEMANIL METHYLSULFATE,PRANTAL,30
33402,PRASUGREL HYDROCHLORIDE,PRASUGREL,4
33416,PRAVASTATIN SODIUM,PRAVACHOL,17
33420,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,28
33487,PRAZIQUANTEL,PRAZIQUANTEL,12
33488,CHLORPHENTERMINE HYDROCHLORIDE,PRE-SATE,5
33489,ACARBOSE,PRECOSE,17
33492,PREDNISONE,PREDNICEN-M,13
33656,ESTRADIOL; NORGESTIMATE,PREFEST,27
33657,TROGLITAZONE,PRELAY,24
33667,IMIPRAMINE HYDROCHLORIDE,PRESAMINE,1
33670,AMLODIPINE BESYLATE; PERINDOPRIL ARGININE,PRESTALIA,6
33673,PRETOMANID,PRETOMANID,19
33674,ETHINYL ESTRADIOL; LEVONORGESTREL,PREVEN EMERGENCY CONTRACEPTIVE KIT,14
33677,COBICISTAT; DARUNAVIR,PREZCOBIX,12
33684,RIFAPENTINE,PRIFTIN,23
33685,PRIMAQUINE PHOSPHATE,PRIMAQUINE,16
33686,PRIMAQUINE PHOSPHATE,PRIMAQUINE PHOSPHATE,1
33689,PRIMIDONE,PRIMIDONE,9
33705,LISINOPRIL,PRINIVIL,23
33710,HYDROCHLOROTHIAZIDE; LISINOPRIL,PRINZIDE,19
33715,MIDODRINE HYDROCHLORIDE,PROAMATINE,26
33718,PROBENECID,PROBALAN,17
33719,COLCHICINE; PROBENECID,PROBEN-C,30
33720,PROBENECID,PROBENECID,16
33725,COLCHICINE; PROBENECID,PROBENECID AND COLCHICINE,4
33730,COLCHICINE; PROBENECID,PROBENECID W/ COLCHICINE,16
33732,PROCHLORPERAZINE MALEATE,PROCHLORPERAZINE,25
33735,PROCHLORPERAZINE MALEATE,PROCHLORPERAZINE MALEATE,5
33749,PROCHLORPERAZINE MALEATE,PROCOMP,1
33754,SULFAMETHIZOLE,PROKLAR,14
33759,TRIMETHOPRIM,PROLOPRIM,1
33761,ELTROMBOPAG OLAMINE,PROMACTA,2
33766,CHLORPROMAZINE HYDROCHLORIDE,PROMAPAR,7
33837,ACETAMINOPHEN; PROPOXYPHENE NAPSYLATE,PROPACET 100,5
33855,PROPANTHELINE BROMIDE,PROPANTHELINE BROMIDE,12
33867,FINASTERIDE,PROPECIA,29
33868,ACETAMINOPHEN; PROPOXYPHENE HYDROCHLORIDE,PROPOXYPHENE HYDROCHLORIDE AND ACETAMINOPHEN,18
33873,ACETAMINOPHEN; PROPOXYPHENE NAPSYLATE,PROPOXYPHENE NAPSYLATE AND ACETAMINOPHEN,17
34022,HYDROCHLOROTHIAZIDE; PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE & HYDROCHLOROTHIAZIDE,20
34024,HYDROCHLOROTHIAZIDE; PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,1
34044,PROPYLTHIOURACIL,PROPYLTHIOURACIL,18
34059,FINASTERIDE,PROSCAR,29
34060,ESTAZOLAM,PROSOM,22
34063,METRONIDAZOLE,PROTOSTAT,26
34065,PROTRIPTYLINE HYDROCHLORIDE,PROTRIPTYLINE HYDROCHLORIDE,22
34073,MEDROXYPROGESTERONE ACETATE,PROVERA,15
34076,MODAFINIL,PROVIGIL,13
34080,PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE,PSEUDOEPHEDRINE HYDROCHLORIDE AND TRIPROLIDINE HYDROCHLORIDE,30
34081,MERCAPTOPURINE,PURINETHOL,27
34082,PYRAZINAMIDE,PYRAZINAMIDE,21
34093,PYRILAMINE MALEATE,PYRILAMINE MALEATE,4
34095,PYRIMETHAMINE,PYRIMETHAMINE,9
34096,ASPIRIN; MEPROBAMATE,Q-GESIC,30
34097,DIAZEPAM,Q-PAM,12
34103,DAPAGLIFLOZIN; SAXAGLIPTIN HYDROCHLORIDE,QTERN,14
34105,ETHINYL ESTRADIOL; LEVONORGESTREL,QUARTETTE,22
34106,ETHINYL ESTRADIOL; LEVONORGESTREL,QUASENSE,24
34207,THEOPHYLLINE,QUIBRON-T,14
34208,PIPERACETAZINE,QUIDE,25
34210,QUINIDINE GLUCONATE,QUINACT,9
34212,QUINAPRIL HYDROCHLORIDE,QUINAPRIL HYDROCHLORIDE,15
34264,HYDROCHLOROTHIAZIDE; QUINAPRIL HYDROCHLORIDE,QUINAPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,24
34279,HYDROCHLOROTHIAZIDE; QUINAPRIL HYDROCHLORIDE,QUINARETIC,11
34321,QUINIDINE SULFATE,QUINORA,26
34323,RALOXIFENE HYDROCHLORIDE,RALOXIFENE HYDROCHLORIDE,11
34330,RAMELTEON,RAMELTEON,17
34419,RASAGILINE MESYLATE,RASAGILINE MESYLATE,30
34435,RESERPINE,RAU-SED,23
34439,RAUWOLFIA SERPENTINA ROOT,RAUDIXIN,21
34441,RAUWOLFIA SERPENTINA ROOT,RAUSERPIN,12
34443,ALSEROXYLON,RAUTENSIN,13
34444,RAUWOLFIA SERPENTINA ROOT,RAUVAL,7
34446,ALSEROXYLON,RAUWILOID,8
34447,RAUWOLFIA SERPENTINA ROOT,RAUWOLFIA SERPENTINA,4
34467,GREPAFLOXACIN HYDROCHLORIDE,RAXAR,9
34475,CHLORTHALIDONE; RESERPINE,REGROTON,12
34476,CARISOPRODOL,RELA,19
34477,NABUMETONE,RELAFEN,23
34480,ELETRIPTAN HYDROBROMIDE,RELPAX,24
34482,MIRTAZAPINE,REMERON,8
34485,PROMETHAZINE HYDROCHLORIDE,REMSED,30
34489,POLYTHIAZIDE,RENESE,10
34492,POLYTHIAZIDE; RESERPINE,RENESE-R,20
34493,SULFACYTINE,RENOQUID,7
34494,SPIRAPRIL HYDROCHLORIDE,RENORMAX,30
34499,REPAGLINIDE,REPAGLINIDE,21
34519,METFORMIN HYDROCHLORIDE; REPAGLINIDE,REPAGLINIDE AND METFORMIN HYDROCHLORIDE,14
34521,HYDROCODONE BITARTRATE; IBUPROFEN,REPREXAIN,27
34523,ROPINIROLE HYDROCHLORIDE,REQUIP,19
34530,DELAVIRDINE MESYLATE,RESCRIPTOR,22
34532,RESERPINE,RESERPINE,26
34583,HYDROCHLOROTHIAZIDE; RESERPINE,RESERPINE AND HYDROCHLOROTHIAZIDE,27
34586,HYDROCHLOROTHIAZIDE; RESERPINE,RESERPINE AND HYDROCHLOROTHIAZIDE-50,21
34587,HYDROFLUMETHIAZIDE; RESERPINE,RESERPINE AND HYDROFLUMETHIAZIDE,30
34589,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE,"RESERPINE, HYDRALAZINE HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE",1
34593,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE,"RESERPINE, HYDROCHLOROTHIAZIDE, AND HYDRALAZINE HYDROCHLORIDE",6
34597,NALTREXONE HYDROCHLORIDE,REVIA,12
34598,BREXPIPRAZOLE,REXULTI,14
34604,LASMIDITAN SUCCINATE,REYVOW,22
34606,TROGLITAZONE,REZULIN,25
34623,ISONIAZID; PYRAZINAMIDE; RIFAMPIN,RIFATER,12
34624,RILUZOLE,RILUTEK,27
34625,RILUZOLE,RILUZOLE,9
34633,CARPROFEN,RIMADYL,20
34635,RIMANTADINE HYDROCHLORIDE,RIMANTADINE HYDROCHLORIDE,23
34798,METHYLPHENIDATE HYDROCHLORIDE,RITALIN,15
34801,RITONAVIR,RITONAVIR,28
34836,METHOCARBAMOL,ROBAXIN-750,22
34837,ASPIRIN; METHOCARBAMOL,ROBAXISAL,1
34839,GLYCOPYRROLATE,ROBINUL FORTE,10
34840,ROFLUMILAST,ROFLUMILAST,19
34930,ROSIGLITAZONE MALEATE,ROSIGLITAZONE MALEATE,26
34933,GLIMEPIRIDE; ROSIGLITAZONE MALEATE,ROSIGLITAZONE MALEATE AND GLIMEPIRIDE,24
34938,METFORMIN HYDROCHLORIDE; ROSIGLITAZONE MALEATE,ROSIGLITAZONE MALEATE AND METFORMIN HYDROCHLORIDE,29
34943,ROSUVASTATIN CALCIUM,ROSUVASTATIN CALCIUM,4
35048,ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE,ROXICET 5/500,1
35052,ASPIRIN; OXYCODONE HYDROCHLORIDE; OXYCODONE TEREPHTHALATE,ROXIPRIN,2
35053,OXYCODONE HYDROCHLORIDE,ROXYBOND,14
35056,RAMELTEON,ROZEREM,1
35057,RUCAPARIB CAMSYLATE,RUBRACA,10
35060,IBUPROFEN,RUFEN,15
35067,AMIFAMPRIDINE,RUZURGI,6
35068,SEMAGLUTIDE,RYBELSUS,22
35071,PROPAFENONE HYDROCHLORIDE,RYTHMOL,30
35074,SULFASALAZINE,S.A.S.-500,27
35076,DROSPIRENONE; ETHINYL ESTRADIOL; LEVOMEFOLATE CALCIUM,SAFYRAL,10
35077,PILOCARPINE HYDROCHLORIDE,SALAGEN,19
35079,HYDROFLUMETHIAZIDE,SALURON,23
35080,HYDROFLUMETHIAZIDE; RESERPINE,SALUTENSIN,25
35081,HYDROFLUMETHIAZIDE; RESERPINE,SALUTENSIN-DEMI,14
35082,TOLVAPTAN,SAMSCA,1
35085,TROSPIUM CHLORIDE,SANCTURA,5
35088,MAZINDOL,SANOREX,30
35090,METHYSERGIDE MALEATE,SANSERT,9
35095,BUTABARBITAL SODIUM,SARISOL NO. 1,9
35096,BUTABARBITAL SODIUM,SARISOL NO. 2,8
35097,METRONIDAZOLE,SATRIC,29
35099,EDOXABAN TOSYLATE,SAVAYSA,14
35102,MILNACIPRAN HYDROCHLORIDE,SAVELLA,24
35106,ETHINYL ESTRADIOL; LEVONORGESTREL,SEASONALE,13
35107,ETHINYL ESTRADIOL; LEVONORGESTREL,SEASONIQUE,11
35108,ACETAMINOPHEN; BUTALBITAL,SEDAPAP,2
35109,ERTUGLIFLOZIN; METFORMIN HYDROCHLORIDE,SEGLUROMET,13
35123,FLUOXETINE HYDROCHLORIDE,SELFEMRA,14
35130,CINACALCET HYDROCHLORIDE,SENSIPAR,30
35134,SULFAMETHOXAZOLE; TRIMETHOPRIM,SEPTRA DS,3
35135,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE,SER-A-GEN,2
35136,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE; RESERPINE,SER-AP-ES,27
35142,CLOMIPHENE CITRATE,SEROPHENE,10
35143,QUETIAPINE FUMARATE,SEROQUEL,8
35150,RESERPINE,SERPALAN,11
35152,RESERPINE,SERPANRAY,17
35158,HYDRALAZINE HYDROCHLORIDE; RESERPINE,SERPASIL-APRESOLINE,9
35160,HYDROCHLOROTHIAZIDE; RESERPINE,SERPASIL-ESIDRIX #1,12
35161,HYDROCHLOROTHIAZIDE; RESERPINE,SERPASIL-ESIDRIX #2,17
35162,RESERPINE,SERPATE,22
35164,RESERPINE,SERPIVITE,7
35245,PREDNISONE,SERVISONE,16
35246,NEFAZODONE HYDROCHLORIDE,SERZONE,3
35252,ETHINYL ESTRADIOL; LEVONORGESTREL,SETLAKIN,26
35261,SEVELAMER HYDROCHLORIDE,SEVELAMER HYDROCHLORIDE,12
35263,SARECYCLINE HYDROCHLORIDE,SEYSARA,9
35266,HYDROXYUREA,SIKLOS,24
35311,DOXEPIN HYDROCHLORIDE,SILENOR,19
35313,ETHINYL ESTRADIOL; LEVONORGESTREL,SIMPESSE,29
35388,IBUPROFEN; PSEUDOEPHEDRINE HYDROCHLORIDE,SINE-AID IB,18
35389,CARBIDOPA; LEVODOPA,SINEMET,19
35396,BEDAQUILINE FUMARATE,SIRTURO,6
35398,METAXALONE,SKELAXIN,17
35400,TILUDRONATE DISODIUM,SKELID,5
35403,DROSPIRENONE,SLYND,22
35404,BUTABARBITAL SODIUM,SODIUM BUTABARBITAL,29
35413,AMINOSALICYLATE SODIUM,SODIUM P.A.S.,1
35417,SOLIFENACIN SUCCINATE,SOLIFENACIN SUCCINATE,25
35455,ASPIRIN; CARISOPRODOL,SOMA COMPOUND,29
35456,ASPIRIN; CARISOPRODOL; CODEINE PHOSPHATE,SOMA COMPOUND W/ CODEINE,28
35462,SOTALOL HYDROCHLORIDE,SORINE,1
35466,SULFISOXAZOLE,SOSOL,8
35526,SULFISOXAZOLE,SOXAZOLE,9
35532,CEFDITOREN PIVOXIL,SPECTRACEF,8
35536,SPIRONOLACTONE,SPIRONOLACTONE,20
35577,HYDROCHLOROTHIAZIDE; SPIRONOLACTONE,SPIRONOLACTONE AND HYDROCHLOROTHIAZIDE,7
35585,HYDROCHLOROTHIAZIDE; SPIRONOLACTONE,SPIRONOLACTONE W/ HYDROCHLOROTHIAZIDE,2
35594,DASATINIB,SPRYCEL,11
35600,CARBIDOPA; ENTACAPONE; LEVODOPA,STALEVO 100,16
35601,CARBIDOPA; ENTACAPONE; LEVODOPA,STALEVO 125,12
35602,CARBIDOPA; ENTACAPONE; LEVODOPA,STALEVO 150,4
35603,CARBIDOPA; ENTACAPONE; LEVODOPA,STALEVO 200,3
35604,CARBIDOPA; ENTACAPONE; LEVODOPA,STALEVO 50,5
35605,CARBIDOPA; ENTACAPONE; LEVODOPA,STALEVO 75,8
35606,ISONIAZID,STANOZIDE,18
35608,NATEGLINIDE,STARLIX,27
35611,PHENDIMETRAZINE TARTRATE,STATOBEX-G,1
35612,ERTUGLIFLOZIN,STEGLATRO,3
35614,ERTUGLIFLOZIN; SITAGLIPTIN PHOSPHATE,STEGLUJAN,30
35620,AVANAFIL,STENDRA,16
35623,PREDNISOLONE,STERANE,7
35633,REGORAFENIB,STIVARGA,15
35634,COBICISTAT; ELVITEGRAVIR; EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE,STRIBILD,3
35635,CHLORZOXAZONE,STRIFON FORTE DSC,19
35636,IVERMECTIN,STROMECTOL,22
35640,TRISULFAPYRIMIDINES (SULFADIAZINE;SULFAMERAZINE;SULFAMETHAZINE),SULFA-TRIPLE #2,25
35642,SULFADIAZINE,SULFADIAZINE,18
35649,SULFISOXAZOLE,SULFALAR,6
35651,SULFAMETHOXAZOLE; TRIMETHOPRIM,SULFAMETHOPRIM,1
35652,SULFAMETHOXAZOLE; TRIMETHOPRIM,SULFAMETHOPRIM-DS,13
35653,SULFAMETHOXAZOLE,SULFAMETHOXAZOLE,19
35690,PHENAZOPYRIDINE HYDROCHLORIDE; SULFAMETHOXAZOLE; TRIMETHOPRIM,SULFAMETHOXAZOLE AND TRIMETHOPRIM AND PHENAZOPYRIDINE HYDROCHLORIDE,10
35691,SULFAMETHOXAZOLE; TRIMETHOPRIM,SULFAMETHOXAZOLE AND TRIMETHOPRIM DOUBLE STRENGTH,3
35697,SULFAMETHOXAZOLE; TRIMETHOPRIM,SULFAMETHOXAZOLE AND TRIMETHOPRIM SINGLE STRENGTH,28
35698,SULFAPYRIDINE,SULFAPYRIDINE,14
35707,SULFAMETHOXAZOLE; TRIMETHOPRIM,SULFATRIM-DS,12
35708,SULFAMETHOXAZOLE; TRIMETHOPRIM,SULFATRIM-SS,3
35713,SULFISOXAZOLE,SULFISOXAZOLE,14
35728,SULINDAC,SULINDAC,29
35742,SULFAMETER,SULLA,25
35743,SULFISOXAZOLE,SULSOXIN,14
35744,NAPROXEN SODIUM; SUMATRIPTAN SUCCINATE,SUMATRIPTAN AND NAPROXEN SODIUM,18
35790,SOLRIAMFETOL HYDROCHLORIDE,SUNOSI,28
35797,ETHINYL ESTRADIOL; LEVONORGESTREL,SYLEVIA,27
35798,EFAVIRENZ; LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE,SYMFI,9
35799,EFAVIRENZ; LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE,SYMFI LO,8
35801,NALDEMEDINE TOSYLATE,SYMPROIC,5
35802,COBICISTAT; DARUNAVIR; EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE,SYMTUZA,14
35803,EMPAGLIFLOZIN; METFORMIN HYDROCHLORIDE,SYNJARDY,28
35808,LEVOTHYROXINE SODIUM,SYNTHROID,16
35820,IBUPROFEN,TAB-PROFEN,26
35822,TADALAFIL,TADALAFIL,5
35906,CIMETIDINE,TAGAMET,23
35910,CIMETIDINE,TAGAMET HB,19
35912,OSIMERTINIB MESYLATE,TAGRISSO,16
35914,ACETAMINOPHEN; PENTAZOCINE HYDROCHLORIDE,TALACEN,6
35915,PENTAZOCINE HYDROCHLORIDE,TALWIN 50,1
35916,ASPIRIN; PENTAZOCINE HYDROCHLORIDE,TALWIN COMPOUND,4
35917,NALOXONE HYDROCHLORIDE; PENTAZOCINE HYDROCHLORIDE,TALWIN NX,25
35918,FLECAINIDE ACETATE,TAMBOCOR,15
35922,TAMOXIFEN CITRATE,TAMOXIFEN CITRATE,9
35943,OXYPHENBUTAZONE,TANDEARIL,12
35944,METHIMAZOLE,TAPAZOLE,14
35952,ERLOTINIB HYDROCHLORIDE,TARCEVA,26
35955,TOLCAPONE,TASMAR,3
35957,FOSTAMATINIB DISODIUM,TAVALISSE,26
35960,ACETAMINOPHEN; CLEMASTINE FUMARATE; PSEUDOEPHEDRINE HYDROCHLORIDE,TAVIST ALLERGY/SINUS/HEADACHE,25
35961,CLEMASTINE FUMARATE,TAVIST-1,18
35964,TAZEMETOSTAT HYDROBROMIDE,TAZVERIK,18
35965,OMBITASVIR; PARITAPREVIR; RITONAVIR,TECHNIVIE,1
35966,AMINOSALICYLATE SODIUM,TEEBACIN,7
35968,ALISKIREN HEMIFUMARATE; AMLODIPINE BESYLATE,TEKAMLO,15
35974,ALISKIREN HEMIFUMARATE; HYDROCHLOROTHIAZIDE,TEKTURNA HCT,23
35978,IOPANOIC ACID,TELEPAQUE,1
35979,TELMISARTAN,TELMISARTAN,12
36027,AMLODIPINE BESYLATE; TELMISARTAN,TELMISARTAN AND AMLODIPINE,16
36043,HYDROCHLOROTHIAZIDE; TELMISARTAN,TELMISARTAN AND HYDROCHLOROTHIAZIDE,4
36071,LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE,TEMIXYS,21
36072,BETHANIDINE SULFATE,TENATHAN,27
36074,GUANFACINE HYDROCHLORIDE,TENEX,27
36077,TENOFOVIR DISOPROXIL FUMARATE,TENOFOVIR DISOPROXIL FUMARATE,15
36098,ATENOLOL; CHLORTHALIDONE,TENORETIC 100,22
36099,ATENOLOL; CHLORTHALIDONE,TENORETIC 50,9
36105,DIETHYLPROPION HYDROCHLORIDE,TEPANIL,4
